ZipCode,Population,LivingArea
05494,1525,rural
05495,10628,urban
05602,12495,urban
05640,242,rural
05641,16521,urban
05647,1202,rural
05648,589,rural
05649,532,rural
05650,954,rural
05651,1380,rural
05652,735,rural
05653,617,rural
05654,1310,rural
05655,3009,suburban
05656,3552,suburban
05658,1720,rural
05660,1719,rural
05661,6052,urban
05663,7083,urban
05664,0,rural
05666,49,rural
05667,2184,rural
05669,868,rural
05670,110,rural
05672,5315,urban
05673,2363,rural
05674,1632,rural
05675,930,rural
05676,4747,suburban
05677,2303,rural
05678,81,rural
05679,3076,suburban
05680,2190,rural
05681,139,rural
05682,1305,rural
05701,20523,urban
05730,359,rural
05731,0,rural
05732,1083,rural
05733,6039,urban
05734,1244,rural
05735,3947,suburban
05736,588,rural
05737,619,rural
05738,1279,rural
05739,1214,rural
05742,589,rural
05743,4234,suburban
05744,393,rural
05746,0,rural
05747,300,rural
05748,479,rural
05751,697,rural
05753,10806,urban
05757,805,rural
05758,631,rural
05759,1833,rural
05760,807,rural
05761,926,rural
05762,372,rural
05763,3030,suburban
05764,3117,suburban
05765,1838,rural
05766,549,rural
05767,1250,rural
05768,39,rural
05769,1225,rural
05770,1092,rural
05772,788,rural
05773,2493,rural
05774,964,rural
05775,642,rural
05776,387,rural
05777,3315,suburban
05778,826,rural
05819,9304,urban
05820,397,rural
05821,965,rural
05822,1735,rural
05824,1128,rural
05825,62,rural
05826,668,rural
05827,513,rural
05828,1900,rural
05829,1503,rural
05830,1327,rural
05832,1115,rural
05833,42,rural
05836,1372,rural
05837,364,rural
05839,733,rural
05840,44,rural
05841,373,rural
05842,566,rural
05843,2394,rural
05845,1318,rural
05846,1247,rural
05847,945,rural
05850,304,rural
05851,6075,urban
05853,720,rural
05855,7900,urban
05857,1345,rural
05858,320,rural
05859,2241,rural
05860,2996,suburban
05862,336,rural
05866,752,rural
05867,746,rural
05868,96,rural
05871,1381,rural
05872,926,rural
05873,645,rural
05874,633,rural
05875,430,rural
05901,16,rural
05902,112,rural
05903,739,rural
05904,194,rural
05905,858,rural
05906,1370,rural
05907,103,rural
06001,19132,urban
06002,21399,urban
06010,60745,urban
06013,9511,urban
06016,6940,urban
06018,2607,suburban
06019,9989,urban
06020,37,rural
06021,1422,rural
06022,67,rural
06023,1601,rural
06024,602,rural
06026,5093,urban
06027,1431,rural
06029,16339,urban
06031,1421,rural
06032,18430,urban
06033,29385,urban
06035,8030,urban
06037,18506,urban
06039,1837,rural
06040,36298,urban
06042,23154,urban
06043,4839,suburban
06051,31737,urban
06052,8344,urban
06053,34049,urban
06057,6380,urban
06058,1750,rural
06059,38,rural
06060,2311,rural
06061,305,rural
06062,17543,urban
06063,3359,suburban
06065,629,rural
06066,30002,urban
06067,20682,urban
06068,2004,rural
06069,2443,rural
06070,15333,urban
06071,10771,urban
06072,0,rural
06073,5676,urban
06074,26719,urban
06076,11954,urban
06078,10107,urban
06079,43,rural
06080,2079,rural
06081,1684,rural
06082,42480,urban
06084,14546,urban
06085,7499,urban
06088,4251,suburban
06089,2838,suburban
06090,685,rural
06091,203,rural
06092,4612,suburban
06093,3677,suburban
06095,29424,urban
06096,12559,urban
06098,10316,urban
06103,2137,rural
06105,19769,urban
06106,38410,urban
06107,20460,urban
06108,23784,urban
06109,27162,urban
06110,12979,urban
06111,30493,urban
06112,21891,urban
06114,26537,urban
06117,15496,urban
06118,27187,urban
06119,14729,urban
06120,13399,urban
06226,19365,urban
06231,3463,suburban
06232,2998,suburban
06234,8476,urban
06235,2185,rural
06237,5269,urban
06238,12186,urban
06239,10832,urban
06241,6883,urban
06242,1280,rural
06243,261,rural
06247,2382,rural
06248,5659,urban
06249,7140,urban
06250,5446,urban
06254,1835,rural
06255,4427,suburban
06256,2096,rural
06258,83,rural
06259,4406,suburban
06260,9250,urban
06262,731,rural
06263,202,rural
06264,150,rural
06266,295,rural
06268,12094,urban
06269,8680,urban
06277,4008,suburban
06278,4349,suburban
06279,5586,urban
06280,3173,suburban
06281,7206,urban
06282,1028,rural
06320,27585,urban
06330,3384,suburban
06331,5080,urban
06332,882,rural
06333,6953,urban
06334,2308,rural
06335,6014,urban
06336,81,rural
06338,76,rural
06339,9283,urban
06340,30565,urban
06350,121,rural
06351,15665,urban
06353,200,rural
06354,5522,urban
06355,12108,urban
06357,11845,urban
06359,5151,urban
06360,37371,urban
06365,4718,suburban
06370,7578,urban
06371,9946,urban
06373,159,rural
06374,8141,urban
06375,3810,suburban
06376,51,rural
06377,2938,suburban
06378,5670,urban
06379,8697,urban
06380,2554,suburban
06382,10786,urban
06384,2639,suburban
06385,15791,urban
06387,359,rural
06389,95,rural
06390,58,rural
06401,18927,urban
06403,6027,urban
06405,28102,urban
06409,682,rural
06410,28748,urban
06412,3787,suburban
06413,13269,urban
06414,112,rural
06415,16111,urban
06416,14252,urban
06417,4473,suburban
06418,12405,urban
06419,6276,urban
06420,4261,suburban
06422,7242,urban
06423,5337,urban
06424,12725,urban
06426,3563,suburban
06437,22113,urban
06438,2922,suburban
06439,15,rural
06441,5394,urban
06442,2480,rural
06443,17742,urban
06444,178,rural
06447,6155,urban
06450,36367,urban
06451,24423,urban
06455,2935,suburban
06456,199,rural
06457,46000,urban
06459,1164,rural
06460,37309,urban
06461,14999,urban
06467,403,rural
06468,18927,urban
06469,3002,suburban
06470,15894,urban
06471,7332,urban
06472,6439,urban
06473,24614,urban
06475,10506,urban
06477,14225,urban
06478,12744,urban
06479,9587,urban
06480,9459,urban
06481,1341,rural
06482,11494,urban
06483,16731,urban
06484,40944,urban
06488,19866,urban
06489,33265,urban
06492,44446,urban
06498,6814,urban
06510,3942,suburban
06511,54856,urban
06512,28711,urban
06513,38790,urban
06514,26710,urban
06515,18937,urban
06516,55518,urban
06517,14445,urban
06518,20210,urban
06519,16090,urban
06524,5331,urban
06525,9073,urban
06604,27322,urban
06605,24776,urban
06606,50041,urban
06607,9048,urban
06608,14162,urban
06610,23180,urban
06611,36830,urban
06612,7602,urban
06614,33791,urban
06615,18569,urban
06702,2782,suburban
06704,28226,urban
06705,25976,urban
06706,15060,urban
06708,31469,urban
06710,10285,urban
06712,9361,urban
06716,16104,urban
06750,1112,rural
06751,3408,suburban
06752,1833,rural
06753,54,rural
06754,1649,rural
06755,1009,rural
06756,3049,suburban
06757,2152,rural
06758,32,rural
06759,5727,urban
06762,7617,urban
06763,2117,rural
06770,31699,urban
06776,27043,urban
06777,1548,rural
06778,1452,rural
06779,7849,urban
06782,2111,rural
06783,2095,rural
06784,3545,suburban
06785,801,rural
06786,9594,urban
06787,7515,urban
06790,35360,urban
06791,5535,urban
06793,1423,rural
06794,963,rural
06795,14261,urban
06796,940,rural
06798,9762,urban
06801,20287,urban
06804,17652,urban
06807,7504,urban
06810,53931,urban
06811,32042,urban
06812,13640,urban
06820,21485,urban
06824,36028,urban
06825,20992,urban
06830,24788,urban
06831,15172,urban
06840,20672,urban
06850,19158,urban
06851,28756,urban
06853,4004,suburban
06854,30352,urban
06855,8449,urban
06870,7907,urban
06877,25148,urban
06878,8387,urban
06880,27242,urban
06883,10339,urban
06890,4647,suburban
06896,8736,urban
06897,18486,urban
06901,8878,urban
06902,69523,urban
06903,14816,urban
06905,21604,urban
06906,10847,urban
06907,8849,urban
07001,17132,urban
07002,70553,urban
07003,52323,urban
07004,7751,urban
07005,14912,urban
07006,26403,urban
07008,25085,urban
07009,13073,urban
07010,25515,urban
07011,40680,urban
07012,14711,urban
07013,29322,urban
07014,4029,suburban
07016,23823,urban
07017,38771,urban
07018,30047,urban
07020,14234,urban
07021,2270,rural
07022,14918,urban
07023,7727,urban
07024,39701,urban
07026,32481,urban
07027,4425,suburban
07028,7970,urban
07029,21845,urban
07030,59369,urban
07031,16339,urban
07032,41790,urban
07033,8377,urban
07034,9987,urban
07035,10898,urban
07036,44931,urban
07039,31103,urban
07040,25420,urban
07041,7352,urban
07042,28049,urban
07043,13051,urban
07044,14479,urban
07045,10133,urban
07046,4464,suburban
07047,62686,urban
07050,33505,urban
07052,48480,urban
07054,30692,urban
07055,70308,urban
07057,11833,urban
07058,5974,urban
07059,16198,urban
07060,47683,urban
07062,14357,urban
07063,14764,urban
07064,3920,suburban
07065,29582,urban
07066,15445,urban
07067,18776,urban
07068,6240,urban
07069,6696,urban
07070,18781,urban
07071,22315,urban
07072,6358,urban
07073,9918,urban
07074,3079,suburban
07075,9865,urban
07076,24737,urban
07077,3342,suburban
07078,14285,urban
07079,18450,urban
07080,24251,urban
07081,17004,urban
07082,5867,urban
07083,56903,urban
07086,16215,urban
07087,67903,urban
07088,2922,suburban
07090,30967,urban
07092,7047,urban
07093,64318,urban
07094,21439,urban
07095,21314,urban
07102,13585,urban
07103,36025,urban
07104,54736,urban
07105,55781,urban
07106,35724,urban
07107,41999,urban
07108,28267,urban
07109,37963,urban
07110,29811,urban
07111,60224,urban
07112,26684,urban
07114,13617,urban
07201,28207,urban
07202,43795,urban
07203,22511,urban
07204,13973,urban
07205,22319,urban
07206,29387,urban
07208,34383,urban
07302,51452,urban
07304,50444,urban
07305,71911,urban
07306,55053,urban
07307,43151,urban
07310,13641,urban
07311,1494,rural
07401,6820,urban
07403,7759,urban
07405,17992,urban
07407,21239,urban
07410,34820,urban
07416,5544,urban
07417,11037,urban
07418,2843,suburban
07419,9720,urban
07420,5395,urban
07421,7371,urban
07422,5666,urban
07423,4248,suburban
07424,26893,urban
07430,25530,urban
07432,7033,urban
07435,2510,suburban
07436,12770,urban
07438,11219,urban
07439,2192,rural
07440,4793,suburban
07442,11113,urban
07444,10784,urban
07446,14801,urban
07450,25999,urban
07452,12098,urban
07456,11778,urban
07457,4049,suburban
07458,11714,urban
07460,3046,suburban
07461,17994,urban
07462,6674,urban
07463,10086,urban
07465,5890,urban
07470,55280,urban
07480,14991,urban
07481,16746,urban
07501,36019,urban
07502,18113,urban
07503,19365,urban
07504,12198,urban
07505,4122,suburban
07506,19507,urban
07508,23730,urban
07512,11013,urban
07513,11600,urban
07514,19254,urban
07522,22645,urban
07524,14611,urban
07601,45723,urban
07603,8830,urban
07604,12120,urban
07605,9283,urban
07606,2865,suburban
07607,10049,urban
07608,92,rural
07620,1336,rural
07621,28282,urban
07624,8573,urban
07626,9096,urban
07627,4977,suburban
07628,17965,urban
07630,7317,urban
07631,29129,urban
07632,5358,urban
07640,4801,suburban
07641,3341,suburban
07642,10166,urban
07643,10973,urban
07644,25983,urban
07645,8413,urban
07646,16912,urban
07647,5394,urban
07648,5666,urban
07649,8236,urban
07650,20291,urban
07652,26650,urban
07656,8987,urban
07657,11477,urban
07660,13202,urban
07661,12024,urban
07662,5805,urban
07663,14313,urban
07666,41335,urban
07670,15307,urban
07675,27025,urban
07676,9293,urban
07677,6112,urban
07701,25010,urban
07702,4129,suburban
07703,0,rural
07704,6235,urban
07711,1749,rural
07712,39491,urban
07716,8173,urban
07717,1760,rural
07718,6901,urban
07719,21857,urban
07720,4170,suburban
07721,3770,suburban
07722,10123,urban
07723,603,rural
07724,23332,urban
07726,44954,urban
07727,6394,urban
07728,57245,urban
07730,16845,urban
07731,39457,urban
07732,4744,suburban
07733,17135,urban
07734,13323,urban
07735,19661,urban
07737,4353,suburban
07738,6812,urban
07739,6103,urban
07740,31863,urban
07746,18437,urban
07747,32462,urban
07748,28295,urban
07750,3197,suburban
07751,20782,urban
07753,37370,urban
07755,6651,urban
07756,3076,suburban
07757,6115,urban
07758,4345,suburban
07760,9451,urban
07762,8442,urban
07764,8470,urban
07801,26036,urban
07803,3976,suburban
07820,8,rural
07821,9277,urban
07822,1084,rural
07823,7814,urban
07825,9738,urban
07826,5548,urban
07827,4068,suburban
07828,14602,urban
07830,7389,urban
07831,0,rural
07832,3123,suburban
07833,91,rural
07834,18207,urban
07836,12262,urban
07838,3083,suburban
07840,31581,urban
07842,38,rural
07843,11267,urban
07844,121,rural
07846,18,rural
07847,1940,rural
07848,4822,suburban
07849,8916,urban
07850,7498,urban
07851,342,rural
07852,3817,suburban
07853,12821,urban
07856,4033,suburban
07857,3418,suburban
07860,26151,urban
07863,3711,suburban
07865,2942,suburban
07866,22689,urban
07869,26170,urban
07870,50,rural
07871,20908,urban
07874,8504,urban
07876,9279,urban
07878,531,rural
07880,347,rural
07881,9,rural
07882,14521,urban
07885,11329,urban
07901,24218,urban
07920,28451,urban
07921,7596,urban
07922,12059,urban
07924,7754,urban
07926,65,rural
07927,4286,suburban
07928,19553,urban
07930,8485,urban
07931,3432,suburban
07932,10915,urban
07933,2648,suburban
07934,1357,rural
07935,389,rural
07936,11128,urban
07939,212,rural
07940,18054,urban
07945,9518,urban
07946,3090,suburban
07950,21068,urban
07960,46463,urban
07961,337,rural
07970,232,rural
07974,13038,urban
07976,288,rural
07977,885,rural
07979,212,rural
07980,2911,suburban
07981,9116,urban
08001,814,rural
08002,23613,urban
08003,31082,urban
08004,10884,urban
08005,25319,urban
08006,427,rural
08007,5521,urban
08008,6882,urban
08009,13995,urban
08010,11042,urban
08011,0,rural
08012,38901,urban
08014,395,rural
08015,19060,urban
08016,34433,urban
08019,998,rural
08020,2607,suburban
08021,48202,urban
08022,9511,urban
08023,313,rural
08026,2303,rural
08027,4954,suburban
08028,21809,urban
08029,5561,urban
08030,13222,urban
08031,11631,urban
08032,397,rural
08033,16565,urban
08034,19522,urban
08035,7615,urban
08036,6026,urban
08037,23729,urban
08038,410,rural
08039,19,rural
08041,930,rural
08042,125,rural
08043,30864,urban
08045,2966,suburban
08046,31747,urban
08048,12752,urban
08049,5238,urban
08050,26673,urban
08051,11722,urban
08052,19818,urban
08053,46775,urban
08054,44473,urban
08055,28519,urban
08056,5656,urban
08057,20892,urban
08059,5667,urban
08060,25333,urban
08061,3414,suburban
08062,17669,urban
08063,3111,suburban
08064,53,rural
08065,7429,urban
08066,8242,urban
08067,1675,rural
08068,7135,urban
08069,13412,urban
08070,12365,urban
08071,9363,urban
08072,351,rural
08073,0,rural
08074,146,rural
08075,30186,urban
08077,20298,urban
08078,8020,urban
08079,10200,urban
08080,39122,urban
08081,51518,urban
08083,9704,urban
08084,6967,urban
08085,21142,urban
08086,7697,urban
08087,24951,urban
08088,24203,urban
08089,4213,suburban
08090,9408,urban
08091,5823,urban
08092,3044,suburban
08093,9812,urban
08094,40845,urban
08095,0,rural
08096,36038,urban
08097,3337,suburban
08098,9444,urban
08102,8603,urban
08103,12984,urban
08104,21530,urban
08105,26968,urban
08106,9727,urban
08107,13798,urban
08108,18827,urban
08109,23273,urban
08110,19658,urban
08201,10220,urban
08202,1584,rural
08203,7890,urban
08204,17565,urban
08205,28051,urban
08210,17385,urban
08212,150,rural
08215,14230,urban
08217,0,rural
08221,6957,urban
08223,4207,suburban
08224,211,rural
08225,8419,urban
08226,11211,urban
08230,5718,urban
08232,20107,urban
08234,45998,urban
08240,2690,suburban
08241,1058,rural
08242,3812,suburban
08243,2068,rural
08244,10620,urban
08245,0,rural
08246,53,rural
08247,1051,rural
08248,161,rural
08251,10631,urban
08260,12509,urban
08270,8278,urban
08302,47358,urban
08310,1245,rural
08311,1830,rural
08312,8310,urban
08314,489,rural
08316,125,rural
08317,1388,rural
08318,12046,urban
08319,1304,rural
08320,1097,rural
08321,118,rural
08322,10208,urban
08323,515,rural
08324,308,rural
08326,1259,rural
08327,4981,suburban
08328,1773,rural
08329,265,rural
08330,29580,urban
08332,35532,urban
08340,978,rural
08341,2200,rural
08343,4835,suburban
08344,4657,suburban
08345,649,rural
08346,484,rural
08348,50,rural
08349,2457,rural
08350,475,rural
08352,441,rural
08353,323,rural
08360,44080,urban
08361,18953,urban
08401,38496,urban
08402,5388,urban
08403,906,rural
08406,9332,urban
08501,6395,urban
08502,11467,urban
08505,17549,urban
08510,5207,urban
08511,838,rural
08512,11540,urban
08514,5151,urban
08515,7884,urban
08518,5632,urban
08520,29799,urban
08525,4611,suburban
08527,57357,urban
08528,219,rural
08530,8075,urban
08533,6384,urban
08534,12672,urban
08535,5189,urban
08536,20523,urban
08540,48700,urban
08542,2542,suburban
08544,4251,suburban
08550,20546,urban
08551,5567,urban
08553,752,rural
08554,4236,suburban
08555,1006,rural
08558,7810,urban
08559,5295,urban
08560,3904,suburban
08561,433,rural
08562,3924,suburban
08608,982,rural
08609,13298,urban
08610,32159,urban
08611,31283,urban
08618,39148,urban
08619,23438,urban
08620,12587,urban
08628,9646,urban
08629,12722,urban
08638,23960,urban
08640,7904,urban
08641,5216,urban
08648,32508,urban
08690,20445,urban
08691,16730,urban
08701,130352,urban
08720,687,rural
08721,21725,urban
08722,10863,urban
08723,32686,urban
08724,39809,urban
08730,4955,suburban
08731,21037,urban
08732,1447,rural
08733,2693,suburban
08734,7536,urban
08735,3982,suburban
08736,13366,urban
08738,1422,rural
08740,1629,rural
08741,2754,suburban
08742,24902,urban
08750,3576,suburban
08751,3671,suburban
08752,2364,rural
08753,64708,urban
08755,27164,urban
08757,34957,urban
08758,7783,urban
08759,34007,urban
08801,8296,urban
08802,4301,suburban
08804,2948,suburban
08805,13730,urban
08807,38916,urban
08809,6948,urban
08810,8185,urban
08812,14074,urban
08816,48950,urban
08817,47590,urban
08820,40083,urban
08821,548,rural
08822,30717,urban
08823,9071,urban
08824,13511,urban
08825,4611,suburban
08826,5429,urban
08827,3824,suburban
08828,2365,rural
08829,3547,suburban
08830,17684,urban
08831,53894,urban
08832,2937,suburban
08833,9062,urban
08835,10861,urban
08836,4220,suburban
08837,19371,urban
08840,17757,urban
08844,42818,urban
08846,14513,urban
08848,8463,urban
08850,8364,urban
08852,18480,urban
08853,5260,urban
08854,60467,urban
08857,40725,urban
08858,0,rural
08859,24408,urban
08861,57515,urban
08863,12897,urban
08865,30179,urban
08867,5436,urban
08869,7993,urban
08872,19711,urban
08873,55115,urban
08876,22691,urban
08879,21940,urban
08880,4818,suburban
08882,16087,urban
08884,8175,urban
08886,7225,urban
08887,1294,rural
08889,10269,urban
